ticker,event_ticker,category,side,contracts,maker_contracts,taker_contracts,avg_entry_price_cents,basis_cents,fees_cents,net_pnl_cents,return,entry_ts,exit_ts,holding_s,result
CPICORE-23APR-T0.1,CPICORE-23APR,Economics,yes,2,2,0,97.0,194,0,6,0.030927835051546393,1683673573,1683738180,64607,yes
DCEIL-21OCT01,DCEIL-21OCT,Politics,no,12,12,0,98.0,1176,0,24,0.02040816326530612,1633024676,1633273200,248524,no
DCEIL-21OCT14,DCEIL-21OCT,Politics,yes,69,69,0,97.0,6693,0,-6693,-1.0,1634131788,1634396400,264612,no
DCEIL-23JUN1,DCEIL-23DEC31,Politics,no,98,98,0,95.0,9310,0,490,0.05263157894736842,1685631204,1685765521,134317,no
DCEIL-23JUNE2,DCEIL-23DEC31,Politics,yes,531,531,0,94.0,49914,0,-49914,-1.0,1685715641,1686034381,318740,no
FED-22JULY-T2.25,FED-22JUL,Economics,yes,2,2,0,98.0,196,1,3,0.015306122448979591,1658894220,1658959200,64980,yes
FED-22JULY-T2.50,FED-22JUL,Economics,no,51,51,0,90.0,4590,9,501,0.10915032679738562,1658864078,1658959260,95182,no
FED-22JUN-T1.75,FED-22JUN,Economics,no,213,213,0,96.0,20448,15,837,0.0409330985915493,1655231371,1655338500,107129,no
FED-22MAR-T0.25,FED-22MAR,Economics,yes,26,26,0,97.0,2522,2,76,0.03013481363996828,1647445135,1647465424,20289,yes
FED-22MAR-T0.5,FED-22MAR,Economics,no,5,5,0,93.0,465,1,34,0.07311827956989247,1647432562,1647465424,32862,no
